parametro,activo,mercado,hecho,fuente_respaldo,precision_temporal,estado_documental,semantica_pendiente,compatibilidad_motor,cambio_propuesto,supuesto_adicional_necesario,fact_id,source_id,known_from_utc,conocimiento_documental,aplicabilidad_documental,loadable_by_rulebook
LOT_SIZE.minQty,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_LOT_SIZE_minQty,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.stepSize,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_MARKET_LOT_SIZE_stepSize,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.maxQty,ETHUSDT,futures_usdm_perpetual,"{""original"":""2000"",""normalizado"":""2000"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_MARKET_LOT_SIZE_maxQty,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.minQty,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_MARKET_LOT_SIZE_minQty,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDERS.limit,ETHUSDT,futures_usdm_perpetual,"{""original"":200,""normalizado"":""200"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_MAX_NUM_ORDERS_limit,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ALGO_ORDERS.limit,ETHUSDT,futures_usdm_perpetual,"{""original"":10,""normalizado"":""10"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_MAX_NUM_ALGO_ORDERS_limit,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ALGO_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MIN_NOTIONAL.notional,ETHUSDT,futures_usdm_perpetual,"{""original"":""5"",""normalizado"":""5"",""unidad"":""USDT""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,FUTI22_ETHUSDT_MIN_NOTIONAL_notional,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierDown,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.9500"",""normalizado"":""0.95"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_PERCENT_PRICE_multiplierDown,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierUp,ETHUSDT,futures_usdm_perpetual,"{""original"":""1.0500"",""normalizado"":""1.05"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_PERCENT_PRICE_multiplierUp,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierDecimal,ETHUSDT,futures_usdm_perpetual,"{""original"":""4"",""normalizado"":""4"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_PERCENT_PRICE_multiplierDecimal,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
liquidationFee,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.015000"",""normalizado"":""0.015"",""unidad"":""fraction""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Tasa, base execution_notional y cobro regular simultáneo no comparten cobertura histórica completa.","Motor admite tasa/base/cargo regular, pero cobertura y excepciones faltan.",Conservar costos de liquidación BASE_E3; no escalar con FUT4 ni margen.,Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_liquidationFee,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
marketTakeBound,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.05"",""normalizado"":""0.05"",""unidad"":""fraction""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_marketTakeBound,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
triggerProtect,ETHUSDT,futures_usdm_perpetual,"{""original"":""0.0500"",""normalizado"":""0.05"",""unidad"":""fraction""}",https://web.archive.org/web/20220102134838id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22_ETHUSDT_triggerProtect,FUTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:56.689177Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
PRICE_FILTER.minPrice,BTCUSDT,futures_usdm_perpetual,"{""original"":""556.80"",""normalizado"":""556.8"",""unidad"":""USDT""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PRICE_FILTER_minPrice,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.maxPrice,BTCUSDT,futures_usdm_perpetual,"{""original"":""4529764"",""normalizado"":""4529764"",""unidad"":""USDT""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PRICE_FILTER_maxPrice,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.tickSize,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.10"",""normalizado"":""0.1"",""unidad"":""USDT""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,Órdenes anteriores pueden conservar condiciones; tick no define liquidez ni fills subminuto.,Compatible con redondeo adverso por tick; evento no prueba continuidad.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PRICE_FILTER_tickSize,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.stepSize,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_LOT_SIZE_stepSize,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.maxQty,BTCUSDT,futures_usdm_perpetual,"{""original"":""1000"",""normalizado"":""1000"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_LOT_SIZE_maxQty,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.minQty,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_LOT_SIZE_minQty,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
